country,iso3,year,Q1,Q2,Q3,Q4
Costa Rica,CRI,2011,"1,802,040","1,765,039","1,836,662","1,918,109"
Costa Rica,CRI,2012,"1,994,448","1,968,585","1,998,224","1,994,166"
Costa Rica,CRI,2013,"1,980,685","2,008,405","2,026,738","2,088,282"
Costa Rica,CRI,2014,"2,084,210","2,048,011","2,065,801","2,059,600"
Costa Rica,CRI,2015,"2,051,208","2,087,363","2,063,117","2,027,518"
Croatia,HRV,1980, -   , -   , -   , -   
Croatia,HRV,1981, -   , -   , -   , -   
Croatia,HRV,1982, -   , -   , -   , -   
Croatia,HRV,1983, -   , -   , -   , -   
Croatia,HRV,1984, -   , -   , -   , -   
Croatia,HRV,1985, -   , -   , -   , -   
Croatia,HRV,1986, -   , -   , -   , -   
Croatia,HRV,1987, -   , -   , -   , -   
Croatia,HRV,1988, -   , -   , -   , -   
Croatia,HRV,1989, -   , -   , -   , -   
Croatia,HRV,1990, -   , -   , -   , -   
Croatia,HRV,1991, -   , -   , -   , -   
Croatia,HRV,1992, -   , -   , -   , -   
Croatia,HRV,1993, -   , -   , -   , -   
Croatia,HRV,1994, -   , -   , -   , -   
Croatia,HRV,1995, -   , -   , -   , -   
Croatia,HRV,1996, -   , -   , -   , -   
Croatia,HRV,1997, -   , -   , -   , -   
Croatia,HRV,1998, -   ,"1,538,000", -   ,"1,549,000"
Croatia,HRV,1999, -   ,"1,504,000", -   ,"1,479,000"
Croatia,HRV,2000, -   ,"1,534,000", -   ,"1,572,000"
Croatia,HRV,2001, -   ,"1,460,000", -   ,"1,478,000"
Croatia,HRV,2002, -   ,"1,521,000", -   ,"1,534,000"
Croatia,HRV,2003, -   ,"1,538,000", -   ,"1,535,000"
Croatia,HRV,2004, -   ,"1,583,000", -   ,"1,542,000"
Croatia,HRV,2005, -   ,"1,566,000", -   ,"1,580,000"
Croatia,HRV,2006, -   ,"1,548,000", -   ,"1,624,000"
Croatia,HRV,2007,"1,563,000","1,609,000","1,661,000","1,625,000"
Croatia,HRV,2008,"1,591,000","1,638,000","1,681,000","1,636,000"
Croatia,HRV,2009,"1,608,000","1,611,000","1,608,000","1,605,000"
Croatia,HRV,2010,"1,708,000","1,669,000","1,696,000","1,687,000"
Croatia,HRV,2011,"1,629,000","1,601,000","1,659,000","1,611,000"
Croatia,HRV,2012,"1,539,000","1,587,000","1,629,000","1,510,000"
Croatia,HRV,2013,"1,471,000","1,542,000","1,557,000","1,525,000"
Croatia,HRV,2014,"1,509,000","1,567,000","1,635,000","1,552,000"
Croatia,HRV,2015,"1,543,000","1,602,000","1,629,000", -   
Czech Republic,CZE,1980, -   , -   , -   , -   
Czech Republic,CZE,1981, -   , -   , -   , -   
Czech Republic,CZE,1982, -   , -   , -   , -   
Czech Republic,CZE,1983, -   , -   , -   , -   
Czech Republic,CZE,1984, -   , -   , -   , -   
Czech Republic,CZE,1985, -   , -   , -   , -   
Czech Republic,CZE,1986, -   , -   , -   , -   
Czech Republic,CZE,1987, -   , -   , -   , -   
Czech Republic,CZE,1988, -   , -   , -   , -   
Czech Republic,CZE,1989, -   , -   , -   , -   
Czech Republic,CZE,1990, -   , -   , -   , -   
Czech Republic,CZE,1991, -   , -   , -   , -   
Czech Republic,CZE,1992, -   , -   , -   , -   
Czech Republic,CZE,1993, -   , -   , -   , -   
Czech Republic,CZE,1994, -   , -   , -   , -   
Czech Republic,CZE,1995, -   , -   , -   , -   
Czech Republic,CZE,1996, -   , -   , -   , -   
Czech Republic,CZE,1997, -   , -   , -   , -   
Czech Republic,CZE,1998, -   , -   , -   , -   
Czech Republic,CZE,1999, -   , -   , -   , -   
Czech Republic,CZE,2000, -   , -   , -   , -   
Czech Republic,CZE,2001, -   , -   , -   , -   
Czech Republic,CZE,2002, -   , -   , -   , -   
Czech Republic,CZE,2003,"4,739,900","4,740,000","4,727,800","4,724,900"
Czech Republic,CZE,2004,"4,675,900","4,700,600","4,717,400","4,732,700"
Czech Republic,CZE,2005,"4,704,500","4,750,700","4,797,200","4,803,700"
Czech Republic,CZE,2006,"4,785,200","4,825,900","4,839,400","4,861,700"
Czech Republic,CZE,2007,"4,865,000","4,913,900","4,941,900","4,967,200"
Czech Republic,CZE,2008,"4,958,400","5,003,300","5,014,800","5,033,500"
Czech Republic,CZE,2009,"4,946,800","4,941,300","4,921,700","4,927,300"
Czech Republic,CZE,2010,"4,829,200","4,880,900","4,912,100","4,864,375"
Czech Republic,CZE,2011,"4,864,375","4,876,356","4,895,344","4,885,495"
Czech Republic,CZE,2012,"4,834,893","4,888,134","4,920,551","4,916,635"
Czech Republic,CZE,2013,"4,884,025","4,952,991","4,953,606","4,957,713"
Czech Republic,CZE,2014,"4,922,963","4,962,219","4,994,947","5,017,051"
Czech Republic,CZE,2015,"4,988,353","5,044,285","5,060,300","5,075,884"
Denmark,DNK,1980, -   , -   , -   , -   
Denmark,DNK,1981, -   , -   , -   , -   
Denmark,DNK,1982, -   , -   , -   , -   
Denmark,DNK,1983, -   , -   , -   , -   
Denmark,DNK,1984, -   , -   , -   , -   
Denmark,DNK,1985, -   , -   , -   , -   
Denmark,DNK,1986, -   , -   , -   , -   
Denmark,DNK,1987, -   , -   , -   , -   
Denmark,DNK,1988, -   , -   , -   , -   
Denmark,DNK,1989, -   , -   , -   , -   
Denmark,DNK,1990, -   , -   , -   , -   
Denmark,DNK,1991, -   , -   , -   , -   
Denmark,DNK,1992, -   , -   , -   , -   
Denmark,DNK,1993, -   , -   , -   , -   
Denmark,DNK,1994, -   , -   , -   , -   
Denmark,DNK,1995, -   , -   , -   , -   
Denmark,DNK,1996,"2,579,000","2,615,000","2,619,000","2,636,000"
Denmark,DNK,1997,"2,617,000","2,661,000","2,669,000","2,687,000"
Denmark,DNK,1998,"2,650,000","2,662,000","2,670,000","2,697,000"
Denmark,DNK,1999,"2,683,000","2,701,000","2,712,000","2,670,000"
Denmark,DNK,2000,"2,677,000","2,704,000","2,705,000","2,713,000"
Denmark,DNK,2001,"2,672,000","2,686,000","2,725,000","2,736,000"
Denmark,DNK,2002,"2,679,000","2,707,000","2,695,000","2,685,000"
Denmark,DNK,2003,"2,649,000","2,673,000","2,695,000","2,671,000"
Denmark,DNK,2004,"2,659,000","2,710,000","2,717,000","2,696,000"
Denmark,DNK,2005,"2,675,000","2,699,000","2,722,000","2,746,000"
Denmark,DNK,2006,"2,729,000","2,749,000","2,795,000","2,786,000"
Denmark,DNK,2007,"2,759,000","2,773,000","2,767,000","2,745,000"
Denmark,DNK,2008,"2,765,000","2,817,000","2,838,000","2,820,000"
Denmark,DNK,2009,"2,749,000","2,739,000","2,744,000","2,675,000"
Denmark,DNK,2010,"2,643,000","2,664,000","2,669,000","2,647,000"
Denmark,DNK,2011,"2,625,000","2,652,000","2,664,000","2,639,000"
Denmark,DNK,2012,"2,616,000","2,629,000","2,628,000","2,619,000"
Denmark,DNK,2013,"2,605,000","2,638,000","2,637,000","2,614,000"
Denmark,DNK,2014,"2,581,000","2,637,000","2,675,000","2,673,000"
Denmark,DNK,2015,"2,653,000","2,675,000","2,689,000","2,706,000"
Dominican Republic,DOM,1980, -   , -   , -   , -   
Dominican Republic,DOM,1981, -   , -   , -   , -   
Dominican Republic,DOM,1982, -   , -   , -   , -   
Dominican Republic,DOM,1983, -   , -   , -   , -   
Dominican Republic,DOM,1984, -   , -   , -   , -   
Dominican Republic,DOM,1985, -   , -   , -   , -   
Dominican Republic,DOM,1986, -   , -   , -   , -   
Dominican Republic,DOM,1987, -   , -   , -   , -   
Dominican Republic,DOM,1988, -   , -   , -   , -   
Dominican Republic,DOM,1989, -   , -   , -   , -   
Dominican Republic,DOM,1990, -   , -   , -   , -   
Dominican Republic,DOM,1991, -   , -   , -   , -   
Dominican Republic,DOM,1992, -   , -   , -   , -   
Dominican Republic,DOM,1993, -   , -   , -   , -   
Dominican Republic,DOM,1994, -   , -   , -   , -   
Dominican Republic,DOM,1995, -   , -   , -   , -   
Dominican Republic,DOM,1996, -   , -   , -   , -   
Dominican Republic,DOM,1997, -   , -   , -   , -   
Dominican Republic,DOM,1998, -   , -   , -   , -   
Dominican Republic,DOM,1999, -   , -   , -   , -   
Dominican Republic,DOM,2000, -   ,"3,080,038", -   ,"3,002,145"
Dominican Republic,DOM,2001, -   ,"3,015,117", -   ,"2,988,330"
Dominican Republic,DOM,2002, -   ,"3,106,621", -   ,"3,104,294"
Dominican Republic,DOM,2003, -   ,"3,087,634", -   ,"3,098,443"
Dominican Republic,DOM,2004, -   ,"3,179,359", -   ,"3,240,504"
Dominican Republic,DOM,2005, -   ,"3,258,029", -   ,"3,294,717"
Dominican Republic,DOM,2006, -   ,"3,404,177", -   ,"3,465,995"
Dominican Republic,DOM,2007, -   ,"3,525,136", -   ,"3,571,472"
Dominican Republic,DOM,2008, -   ,"3,649,901", -   ,"3,664,490"
Dominican Republic,DOM,2009, -   ,"3,577,258", -   ,"3,608,154"
Dominican Republic,DOM,2010, -   ,"3,738,594", -   ,"3,768,362"
Dominican Republic,DOM,2011, -   ,"3,893,645", -   ,"3,930,787"
Dominican Republic,DOM,2012, -   ,"3,998,977", -   ,"3,981,976"
Dominican Republic,DOM,2013, -   ,"3,985,637", -   ,"4,051,777"
Dominican Republic,DOM,2014, -   ,"4,182,721", -   ,"4,217,576"
Dominican Republic,DOM,2015, -   ,"4,245,486", -   ,"4,372,765"
Estonia,EST,1980, -   , -   , -   , -   
Estonia,EST,1981, -   , -   , -   , -   
Estonia,EST,1982, -   , -   , -   , -   
Estonia,EST,1983, -   , -   , -   , -   
Estonia,EST,1984, -   , -   , -   , -   
Estonia,EST,1985, -   , -   , -   , -   
Estonia,EST,1986, -   , -   , -   , -   
Estonia,EST,1987, -   , -   , -   , -   
Estonia,EST,1988, -   , -   , -   , -   
Estonia,EST,1989,"835,900","838,200","839,100","838,400"
Estonia,EST,1990,"827,300","824,600","827,300","826,400"
Estonia,EST,1991,"812,700","806,000","805,300","807,100"
Estonia,EST,1992,"788,200","771,200","754,600","748,600"
Estonia,EST,1993,"713,400","708,000","707,200","703,900"
Estonia,EST,1994,"685,200","691,100","696,300","697,800"
Estonia,EST,1995,"630,000","632,600","635,500","635,300"
Estonia,EST,1996,"616,600","618,400","621,000","621,300"
Estonia,EST,1997,"615,300","616,700","617,300","619,700"
Estonia,EST,1998,"609,400","609,000","607,100","600,400"
Estonia,EST,1999,"579,800","580,100","581,300","576,000"
Estonia,EST,2000,"570,400","586,000","596,200","588,500"
Estonia,EST,2001,"580,400","582,200","598,600","597,400"
Estonia,EST,2002,"583,600","588,400","596,000","591,500"
Estonia,EST,2003,"584,600","596,200","616,200","614,800"
Estonia,EST,2004,"599,800","604,100","601,000","602,700"
Estonia,EST,2005,"600,700","616,200","619,400","625,900"
Estonia,EST,2006,"638,400","654,900","656,400","657,100"
Estonia,EST,2007,"649,100","660,300","664,100","656,900"
Estonia,EST,2008,"656,900","655,400","659,400","652,300"
Estonia,EST,2009,"610,000","590,300","596,800","578,400"
Estonia,EST,2010,"551,600","556,400","574,100","589,800"
Estonia,EST,2011,"585,400","597,000","621,800","608,700"
Estonia,EST,2012,"604,500","614,000","625,800","615,400"
Estonia,EST,2013,"610,100","632,100","627,100","616,100"
Estonia,EST,2014,"605,800","629,500","633,700","630,300"
Estonia,EST,2015,"623,100","640,100","661,000","639,400"
Finland,FIN,1980,"602,000","633,000","661,000","624,000"
Finland,FIN,1981,"627,000","637,000","664,000","603,000"
Finland,FIN,1982,"623,000","635,000","622,000","612,000"
Finland,FIN,1983,"618,000","616,000","624,000","578,000"
Finland,FIN,1984,"584,000","604,000","612,000","577,000"
Finland,FIN,1985,"578,000","615,000","611,000","580,000"
Finland,FIN,1986,"593,000","604,000","580,000","569,000"
Finland,FIN,1987,"571,000","565,000","571,000","539,000"
Finland,FIN,1988,"542,000","541,000","571,000","545,000"
Finland,FIN,1989,"539,000","577,000","581,000","551,000"
Finland,FIN,1990,"545,000","552,000","565,000","537,000"
Finland,FIN,1991,"505,000","516,000","508,000","466,000"
Finland,FIN,1992,"447,000","450,000","455,000","431,000"
Finland,FIN,1993,"408,000","434,000","432,000","401,000"
Finland,FIN,1994,"402,000","420,000","444,000","416,000"
Finland,FIN,1995,"407,000","456,000","453,000","433,000"
Finland,FIN,1996,"426,000","447,000","461,000","453,000"
Finland,FIN,1997,"444,000","458,000","487,000","447,000"
Finland,FIN,1998,"450,000","491,000","515,000","481,000"
Finland,FIN,1999,"484,000","523,000","550,000","495,000"
Finland,FIN,2000,"481,000","517,000","526,000","484,000"
Finland,FIN,2001,"460,000","494,000","507,000","492,000"
Finland,FIN,2002,"488,000","479,000","514,000","465,000"
Finland,FIN,2003,"450,000","482,000","483,000","440,000"
Finland,FIN,2004,"440,000","465,000","480,000","460,000"
Finland,FIN,2005,"414,000","422,000","418,000","420,000"
Finland,FIN,2006,"419,000","403,000","405,000","407,000"
Finland,FIN,2007,"411,000","427,000","418,000","407,000"
Finland,FIN,2008,"408,000","421,000","425,000","382,000"
Finland,FIN,2009,"376,000","380,000","380,000","356,000"
Finland,FIN,2010,"356,000","382,000","367,000","360,000"
Finland,FIN,2011,"354,000","357,000","362,000","355,000"
Finland,FIN,2012,"363,000","370,000","354,000","345,000"
Finland,FIN,2013,"372,000","357,000","346,000","343,000"
Finland,FIN,2014,"341,000","344,000","340,000","331,000"
Finland,FIN,2015,"337,000","335,000","349,000","316,000"
France,FRA,1980,"22,670,700","22,687,400","22,686,700","22,691,700"
France,FRA,1981,"22,703,800","22,677,800","22,620,300","22,630,900"
France,FRA,1982,"22,669,900","22,705,500","22,741,400","22,742,800"
France,FRA,1983,"22,722,200","22,694,100","22,676,700","22,659,500"
France,FRA,1984,"22,625,700","22,580,000","22,546,400","22,520,100"
France,FRA,1985,"22,503,900","22,506,300","22,515,600","22,538,000"
France,FRA,1986,"22,562,100","22,600,300","22,648,400","22,684,800"
France,FRA,1987,"22,736,700","22,805,700","22,861,900","22,894,800"
France,FRA,1988,"22,936,300","23,000,700","23,078,400","23,187,200"
France,FRA,1989,"23,321,900","23,428,300","23,494,700","23,571,000"
France,FRA,1990,"23,617,100","23,651,900","23,687,400","23,718,700"
France,FRA,1991,"23,759,600","23,745,600","23,709,100","23,682,300"
France,FRA,1992,"23,642,800","23,605,900","23,563,100","23,484,300"
France,FRA,1993,"23,395,900","23,323,100","23,292,800","23,301,900"
France,FRA,1994,"23,336,300","23,399,000","23,488,900","23,568,700"
France,FRA,1995,"23,617,000","23,662,400","23,709,000","23,754,800"
France,FRA,1996,"23,785,200","23,806,200","23,830,400","23,867,500"
France,FRA,1997,"23,925,700","23,980,900","24,024,700","24,115,800"
France,FRA,1998,"24,228,400","24,375,100","24,523,800","24,621,700"
France,FRA,1999,"24,790,400","24,972,500","25,108,200","25,260,000"
France,FRA,2000,"25,430,000","25,604,600","25,769,800","25,878,100"
France,FRA,2001,"25,957,100","26,028,600","26,068,700","26,094,300"
France,FRA,2002,"26,125,900","26,157,400","26,173,000","26,186,900"
France,FRA,2003,"26,181,200","26,166,200","26,148,900","26,150,500"
France,FRA,2004,"26,150,500","26,175,500","26,210,800","26,246,900"
France,FRA,2005,"26,300,200","26,352,300","26,400,700","26,459,100"
France,FRA,2006,"26,524,100","26,616,900","26,727,700","26,799,700"
France,FRA,2007,"26,908,900","27,021,200","27,088,600","27,150,500"
France,FRA,2008,"27,201,700","27,208,600","27,167,400","27,094,100"
France,FRA,2009,"26,962,400","26,853,900","26,816,700","26,821,000"
France,FRA,2010,"26,841,100","26,867,900","26,911,500","26,962,700"
France,FRA,2011,"27,030,700","27,100,300","27,138,300","27,157,000"
France,FRA,2012,"27,191,100","27,203,200","27,200,900","27,188,200"
France,FRA,2013,"27,179,300","27,173,500","27,188,800","27,246,600"
France,FRA,2014,"27,287,600","27,311,600","27,318,200","27,325,700"
France,FRA,2015,"27,349,100","27,385,500","27,429,000", -   
Hungary,HUN,1980, -   , -   , -   , -   
Hungary,HUN,1981, -   , -   , -   , -   
Hungary,HUN,1982, -   , -   , -   , -   
Hungary,HUN,1983, -   , -   , -   , -   
Hungary,HUN,1984, -   , -   , -   , -   
Hungary,HUN,1985, -   , -   , -   , -   
Hungary,HUN,1986, -   , -   , -   , -   
Hungary,HUN,1987, -   , -   , -   , -   
Hungary,HUN,1988, -   , -   , -   , -   
Hungary,HUN,1989, -   , -   , -   , -   
Hungary,HUN,1990, -   , -   , -   , -   
Hungary,HUN,1991, -   , -   , -   , -   
Hungary,HUN,1992, -   , -   , -   , -   
Hungary,HUN,1993, -   , -   , -   , -   
Hungary,HUN,1994, -   , -   , -   , -   
Hungary,HUN,1995, -   , -   , -   , -   
Hungary,HUN,1996, -   , -   , -   , -   
Hungary,HUN,1997, -   , -   , -   , -   
Hungary,HUN,1998, -   , -   , -   , -   
Hungary,HUN,1999, -   , -   , -   , -   
Hungary,HUN,2000, -   , -   , -   , -   
Hungary,HUN,2001, -   , -   , -   , -   
Hungary,HUN,2002, -   , -   , -   , -   
Hungary,HUN,2003, -   , -   , -   , -   
Hungary,HUN,2004, -   , -   , -   , -   
Hungary,HUN,2005, -   , -   , -   , -   
Hungary,HUN,2006,"3,893,330","3,937,210","3,940,860","3,942,330"
Hungary,HUN,2007,"3,890,900","3,916,100","3,922,550","3,878,280"
Hungary,HUN,2008,"3,813,790","3,842,630","3,891,060","3,845,760"
Hungary,HUN,2009,"3,733,350","3,764,010","3,748,500","3,745,440"
Hungary,HUN,2010,"3,678,730","3,728,870","3,771,150","3,750,780"
Hungary,HUN,2011,"3,685,370","3,759,170","3,798,560","3,792,960"
Hungary,HUN,2012,"3,735,200","3,821,580","3,887,340","3,864,730"
Hungary,HUN,2013,"3,772,430","3,888,740","3,940,340","3,969,540"
Hungary,HUN,2014,"4,037,840","4,075,180","4,148,610","4,141,710"
Hungary,HUN,2015,"4,117,170","4,200,669","4,264,809","4,259,337"
Iceland,ISL,1980, -   , -   , -   , -   
Iceland,ISL,1981, -   , -   , -   , -   
Iceland,ISL,1982, -   , -   , -   , -   
Iceland,ISL,1983, -   , -   , -   , -   
Iceland,ISL,1984, -   , -   , -   , -   
Iceland,ISL,1985, -   , -   , -   , -   
Iceland,ISL,1986, -   , -   , -   , -   
Iceland,ISL,1987, -   , -   , -   , -   
Iceland,ISL,1988, -   , -   , -   , -   
Iceland,ISL,1989, -   , -   , -   , -   
Iceland,ISL,1990, -   , -   , -   , -   
Iceland,ISL,1991, -   , -   , -   , -   
Iceland,ISL,1992, -   , -   , -   , -   
Iceland,ISL,1993, -   , -   , -   , -   
Iceland,ISL,1994, -   , -   , -   , -   
Iceland,ISL,1995, -   , -   , -   , -   
Iceland,ISL,1996, -   , -   , -   , -   
Iceland,ISL,1997, -   , -   , -   , -   
Iceland,ISL,1998, -   , -   , -   , -   
Iceland,ISL,1999, -   , -   , -   , -   
Iceland,ISL,2000, -   , -   , -   , -   
Iceland,ISL,2001, -   , -   , -   , -   
Iceland,ISL,2002, -   , -   , -   , -   
Iceland,ISL,2003,"151,800","159,800","163,000","154,000"
Iceland,ISL,2004,"152,400","158,400","158,500","156,400"
Iceland,ISL,2005,"156,400","163,900","164,400","161,800"
Iceland,ISL,2006,"163,800","171,700","173,500","170,000"
Iceland,ISL,2007,"173,200","179,200","181,000","176,400"
Iceland,ISL,2008,"174,400","182,100","184,400","175,500"
Iceland,ISL,2009,"165,700","168,000","171,400","166,800"
Iceland,ISL,2010,"163,900","169,500","170,300","165,900"
Iceland,ISL,2011,"162,200","170,100","171,900","165,400"
Iceland,ISL,2012,"163,200","172,200","172,700","168,400"
Iceland,ISL,2013,"167,900","175,500","180,200","176,200"
Iceland,ISL,2014,"171,400","178,700","182,800","178,000"
Iceland,ISL,2015,"179,200","186,400","186,000", -   
India,IND,1980,"198,863,400","200,106,700","201,358,100","202,610,500"
India,IND,1981,"203,755,400","205,029,300","206,311,500","207,594,700"
India,IND,1982,"208,747,400","210,052,500","211,366,100","212,680,700"
India,IND,1983,"213,820,000","215,156,800","216,502,300","217,848,900"
India,IND,1984,"218,053,600","219,416,900","220,789,100","222,162,300"
India,IND,1985,"222,305,700","223,695,500","225,094,500","226,494,500"
India,IND,1986,"226,596,200","228,012,900","229,438,800","230,865,800"
India,IND,1987,"230,924,200","232,367,900","233,821,100","235,275,300"
India,IND,1988,"235,288,600","236,759,700","238,240,300","239,722,000"
India,IND,1989,"240,959,100","242,465,600","243,981,900","245,499,300"
India,IND,1990,"246,693,900","248,236,200","249,788,700","251,342,200"
India,IND,1991,"252,515,900","254,094,600","255,683,700","257,273,900"
India,IND,1992,"258,424,800","260,040,400","261,666,700","263,294,100"
India,IND,1993,"264,394,400","266,047,400","267,711,200","269,376,200"
India,IND,1994,"271,051,400","272,733,000","274,423,600","276,114,000"
India,IND,1995,"277,814,700","279,523,200","281,242,800","282,963,000"
India,IND,1996,"284,694,500","286,434,300","288,186,700","289,940,700"
India,IND,1997,"291,705,700","293,477,100","295,258,800","297,040,500"
India,IND,1998,"298,831,800","300,628,100","302,433,400","304,237,000"
India,IND,1999,"306,048,900","307,864,200","309,685,900","311,503,500"
India,IND,2000,"313,329,600","315,161,800","317,003,800","318,843,400"
India,IND,2001,"320,693,100","322,549,700","324,418,200","326,286,200"
India,IND,2002,"328,163,400","330,044,000","331,932,600","333,817,800"
India,IND,2003,"335,709,800","337,602,200","339,500,300","341,392,000"
India,IND,2004,"343,287,900","345,181,700","347,077,000","348,962,400"
India,IND,2005,"350,851,000","352,739,000","354,630,200","356,511,800"
India,IND,2006,"358,397,700","360,285,200","362,179,300","364,065,900"
India,IND,2007,"365,957,500","367,848,900","369,744,900","371,632,100"
India,IND,2008,"373,523,400","375,413,400","377,307,100","379,190,800"
India,IND,2009,"381,077,500","382,962,000","384,847,600","386,720,900"
India,IND,2010,"388,598,500","390,477,600","392,363,300","394,240,200"
India,IND,2011,"396,123,000","398,007,700","399,900,800","401,786,800"
India,IND,2012,"403,616,400","405,447,700","406,937,800","408,590,500"
India,IND,2013,"410,266,100","411,964,600","413,686,400","415,431,800"
India,IND,2014,"417,200,700","418,993,800","420,811,000","422,652,500"
India,IND,2015,"424,518,700","426,432,700","428,395,100","430,406,500"
Indonesia,IDN,1980,"52,326,500","51,874,790","52,921,230","55,465,840"
Indonesia,IDN,1981,"58,794,820","61,497,520","62,302,970","61,211,180"
Indonesia,IDN,1982,"59,985,880","59,533,220","59,364,390","59,479,410"
Indonesia,IDN,1983,"58,357,270","57,149,460","58,997,130","63,900,290"
Indonesia,IDN,1984,"70,912,060","76,634,430","77,233,310","72,708,730"
Indonesia,IDN,1985,"66,787,020","62,976,470","62,486,880","65,318,240"
Indonesia,IDN,1986,"68,512,230","70,350,710","71,374,650","71,584,020"
Indonesia,IDN,1987,"71,781,080","72,308,790","72,847,470","73,397,110"
Indonesia,IDN,1988,"74,051,550","74,699,050","75,088,560","75,220,090"
Indonesia,IDN,1989,"75,217,580","75,322,890","75,752,360","76,505,980"
Indonesia,IDN,1990,"77,423,210","78,205,080","78,591,480","78,582,400"
Indonesia,IDN,1991,"78,437,640","78,456,510","78,800,310","79,469,050"
Indonesia,IDN,1992,"80,263,330","80,922,820","81,280,730","81,337,060"
Indonesia,IDN,1993,"81,203,800","81,197,370","81,650,970","82,564,600"
Indonesia,IDN,1994,"83,895,400","85,029,690","85,146,910","84,247,070"
Indonesia,IDN,1995,"82,686,170","81,553,500","82,025,650","84,102,620"
Indonesia,IDN,1996,"86,562,630","88,362,650","89,256,990","89,245,640"
Indonesia,IDN,1997,"89,288,350","89,697,090","89,951,050","90,050,230"
Indonesia,IDN,1998,"90,102,740","90,219,130","90,446,860","90,785,940"
Indonesia,IDN,1999,"91,136,780","91,442,200","91,721,230","91,973,920"
Indonesia,IDN,2000,"92,230,780","92,498,230","92,754,760","93,000,360"
Indonesia,IDN,2001,"93,257,120","93,518,030","93,751,220","93,956,680"
Indonesia,IDN,2002,"94,309,270","94,669,590","94,666,700","94,300,560"
Indonesia,IDN,2003,"93,601,890","93,058,450","93,325,840","94,404,070"
Indonesia,IDN,2004,"95,724,030","96,709,380","97,118,360","96,950,950"
Indonesia,IDN,2005,"99,064,890","97,828,690","96,592,480","95,356,280"
Indonesia,IDN,2006,"96,863,320","97,440,710","98,018,100","98,792,070"
Indonesia,IDN,2007,"99,566,040","100,709,900","101,853,700","102,537,400"
Indonesia,IDN,2008,"103,221,100","103,931,900","104,642,600","105,368,200"
Indonesia,IDN,2009,"106,093,800","106,582,000","107,070,300","108,106,900"
Indonesia,IDN,2010,"109,143,600","109,366,600","109,589,700","110,817,800"
Indonesia,IDN,2011,"112,045,900","109,731,100","107,416,300","110,739,100"
Indonesia,IDN,2012,"114,062,000","113,345,600","112,504,900","113,402,400"
Indonesia,IDN,2013,"115,929,600","116,953,200","112,761,100","117,666,900"
Indonesia,IDN,2014,"118,169,900","118,864,500","114,628,000","117,737,400"
Indonesia,IDN,2015,"120,846,800","117,833,000","114,819,200","119,268,000"
Ireland,IRL,1980, -   , -   , -   , -   
Ireland,IRL,1981, -   , -   , -   , -   
Ireland,IRL,1982, -   , -   , -   , -   
Ireland,IRL,1983, -   , -   , -   , -   
Ireland,IRL,1984, -   , -   , -   , -   
Ireland,IRL,1985, -   , -   , -   , -   
Ireland,IRL,1986, -   , -   , -   , -   
Ireland,IRL,1987, -   , -   , -   , -   
Ireland,IRL,1988, -   , -   , -   , -   
Ireland,IRL,1989, -   , -   , -   , -   
Ireland,IRL,1990, -   , -   , -   , -   
Ireland,IRL,1991, -   , -   , -   , -   
Ireland,IRL,1992, -   , -   , -   , -   
Ireland,IRL,1993, -   , -   , -   , -   
Ireland,IRL,1994, -   , -   , -   , -   
Ireland,IRL,1995, -   , -   , -   , -   
Ireland,IRL,1996, -   , -   , -   , -   
Ireland,IRL,1997, -   , -   , -   , -   
Ireland,IRL,1998,"1,485,900","1,506,500","1,561,500","1,548,800"
Ireland,IRL,1999,"1,576,200","1,607,200","1,665,600","1,650,800"
Ireland,IRL,2000,"1,655,600","1,684,800","1,735,400","1,714,800"
Ireland,IRL,2001,"1,710,400","1,738,400","1,786,900","1,762,800"
Ireland,IRL,2002,"1,757,200","1,768,800","1,802,700","1,777,400"
Ireland,IRL,2003,"1,783,100","1,800,100","1,831,000","1,826,100"
Ireland,IRL,2004,"1,829,700","1,852,400","1,902,500","1,899,800"
Ireland,IRL,2005,"1,917,200","1,944,600","1,994,000","1,995,300"
Ireland,IRL,2006,"2,009,500","2,035,100","2,078,400","2,091,200"
Ireland,IRL,2007,"2,110,600","2,136,100","2,169,600","2,156,000"
Ireland,IRL,2008,"2,146,400","2,147,300","2,136,400","2,083,500"
Ireland,IRL,2009,"1,996,400","1,974,000","1,953,600","1,921,400"
Ireland,IRL,2010,"1,891,900","1,893,600","1,886,100","1,857,300"
Ireland,IRL,2011,"1,841,800","1,861,300","1,845,600","1,847,700"
Ireland,IRL,2012,"1,825,000","1,836,200","1,841,300","1,848,900"
Ireland,IRL,2013,"1,845,600","1,869,900","1,899,300","1,909,800"
Ireland,IRL,2014,"1,888,200","1,901,600","1,926,900","1,938,900"
Ireland,IRL,2015,"1,929,500","1,958,700","1,983,000","1,983,000"
Israel,ISR,1980,"1,230,000","1,231,200","1,241,000","1,244,900"
Israel,ISR,1981,"1,260,300","1,253,600","1,262,500","1,272,400"
Israel,ISR,1982,"1,274,500","1,282,400","1,274,200","1,289,200"
Israel,ISR,1983,"1,304,800","1,323,000","1,331,200","1,324,600"
Israel,ISR,1984,"1,323,800","1,332,000","1,360,400","1,343,100"
Israel,ISR,1985,"1,357,500","1,351,500","1,337,200","1,352,000"
Israel,ISR,1986,"1,345,400","1,361,400","1,385,300","1,379,800"
Israel,ISR,1987,"1,390,000","1,397,000","1,404,500","1,423,000"
